SalesPrice;LotArea;OverallQual;ExterQual;BsmtQual;BsmtTotal;Heating;HeatingQual;CentralAir;FirstFloor;SecondFloor;Bedroom;Kitchen;KitchenQual;TotalRooms;Fireplace;FireplaceQual;GarageCars;GarageArea;GarageQual;WoodDeck;OpenPorch;EnclosedPorch;PoolArea;PoolQua
146500;9720;6;3;3;741;1;5;1;780;741;4;1;4;8;0;0;3;640;3;0;0;238;0;0
34900;7879;4;3;3;720;1;3;0;720;0;2;1;3;4;0;0;0;0;0;0;523;115;0;0
44000;9392;3;3;2;245;1;3;0;797;0;2;1;3;5;0;0;0;0;0;0;36;94;0;0
223500;21384;5;3;3;1324;1;5;1;1072;504;3;1;4;6;1;3;2;528;3;0;312;0;0;0
149000;6615;6;3;3;1022;1;3;0;1432;0;3;1;4;6;1;4;1;216;2;266;61;0;0;0
205000;7264;7;4;3;952;2;4;0;952;596;3;1;5;5;0;0;2;672;3;74;0;0;0;0
137000;4960;5;3;3;297;1;5;1;1001;653;3;1;3;7;1;4;1;336;3;244;60;0;0;0
121000;8854;6;3;3;952;3;2;0;952;0;2;1;2;4;1;4;1;192;2;0;98;0;0;0
128000;6000;4;3;3;672;1;3;1;757;567;3;1;3;6;0;0;1;240;3;0;0;0;0;0
134900;6000;6;4;3;698;1;3;1;786;390;2;1;3;4;0;0;2;624;3;210;0;0;0;0
117000;6000;5;3;3;884;1;5;1;884;464;3;1;3;5;1;2;1;216;3;0;0;208;0;0
132500;6000;6;3;3;780;1;5;1;825;587;4;1;3;6;1;4;1;280;3;45;0;0;0;0
93000;6000;5;3;3;468;1;4;1;822;320;3;1;3;6;0;0;1;320;3;0;0;98;0;0
119000;6000;6;4;3;884;1;4;1;904;0;2;1;3;4;0;0;1;180;3;0;0;105;0;0
100000;6911;5;3;3;1145;1;3;1;1301;0;2;1;2;5;0;0;2;440;3;0;0;0;0;0
141500;6120;5;3;3;927;1;3;1;1067;472;3;1;3;5;0;0;2;576;3;112;0;0;0;0
133000;6120;4;3;3;884;1;5;1;989;584;3;1;4;6;0;0;1;240;3;0;0;54;0;0
60000;6120;2;2;3;264;3;2;0;800;0;1;1;2;4;1;1;0;0;0;0;0;0;0;0
105000;6120;5;3;3;715;1;3;1;875;0;2;1;3;5;0;0;1;180;2;48;0;0;0;0
115000;6120;5;3;3;960;1;4;1;995;0;2;1;3;5;0;0;1;264;3;0;15;51;0;0
150000;6120;5;3;3;952;1;3;1;994;588;3;1;3;6;1;4;1;250;2;189;0;34;0;0
126500;8635;5;3;3;1072;1;3;1;1072;0;2;1;3;5;0;0;5;1184;2;0;0;105;0;0
214500;11888;6;3;3;844;1;4;0;1445;689;5;1;4;10;0;0;2;441;3;0;60;268;0;0
167500;11414;7;3;4;728;1;3;0;1136;883;3;1;4;8;0;0;2;532;3;509;135;0;0;0
155000;8094;6;3;3;1048;1;4;1;1048;720;3;1;3;8;0;0;2;576;2;0;0;150;0;0
155000;2500;7;4;3;910;1;5;1;916;910;4;1;5;7;1;4;1;164;2;0;0;0;0;0
179900;9928;7;3;3;672;1;2;1;1272;672;3;1;3;8;0;0;1;216;3;24;28;0;0;0
104000;5520;6;3;3;755;1;5;1;929;929;5;1;3;8;0;0;0;0;0;0;198;30;0;0
62500;3000;5;3;3;1040;1;3;0;1088;1040;4;2;3;11;0;0;0;0;0;0;56;0;0;0
149000;6876;6;3;3;720;1;2;1;1146;784;4;1;3;8;0;0;1;316;3;0;0;213;0;0
103000;6240;4;3;3;780;1;3;1;848;0;2;1;3;5;0;0;2;539;3;0;23;112;0;0
123000;5775;6;3;3;483;1;5;1;741;686;3;1;4;7;0;0;1;379;3;0;24;112;0;0
97500;5852;7;3;3;1020;1;3;0;978;886;6;1;3;9;0;0;0;0;0;0;188;102;0;0
135000;5160;6;3;3;1204;1;3;1;1204;462;3;1;3;4;0;0;1;384;2;0;0;148;0;0
70000;5160;4;3;4;858;1;3;1;892;0;1;1;4;5;0;0;0;0;0;0;0;105;0;0
116000;10320;6;3;3;698;1;5;1;754;649;3;1;3;7;0;0;1;308;3;0;0;288;0;0
88750;4280;4;3;2;560;1;5;1;704;0;2;1;2;4;0;0;1;220;3;0;0;24;0;0
179000;10800;5;3;4;1200;1;3;1;1200;0;3;1;3;5;0;0;0;0;0;120;0;0;0;0
179000;10800;5;3;4;1200;1;3;1;1200;0;3;1;3;5;0;0;0;0;0;120;0;0;0;0
159900;10547;5;3;4;1152;1;3;1;1152;0;2;2;3;6;0;0;1;252;3;0;0;0;0;0
61000;10020;1;2;2;683;1;4;0;904;0;1;1;2;4;0;0;0;0;0;0;0;0;0;0
103600;6629;6;3;3;672;1;3;0;697;672;3;1;3;6;0;0;1;300;3;147;0;0;0;0
63000;9780;5;3;3;585;1;3;0;687;425;4;1;3;6;0;0;1;226;1;0;0;0;0;0
175000;12886;5;3;4;520;1;5;1;1464;0;3;1;3;6;1;3;2;480;3;302;0;0;0;0
139000;8816;5;3;3;1121;1;3;1;1121;0;3;1;3;5;0;0;2;480;3;0;80;0;0;0
172500;11184;6;3;3;918;1;4;1;918;765;3;1;3;7;1;3;2;440;3;243;0;0;0;0
113500;11625;5;3;3;1052;1;3;1;1052;0;3;1;3;6;1;1;1;668;3;0;215;0;0;0
130000;7800;5;3;3;864;1;5;1;899;0;3;1;4;5;0;0;1;288;3;64;0;0;0;0
149900;8014;6;3;4;456;1;3;1;1034;0;3;1;3;5;1;2;2;504;3;0;0;0;0;0
134900;7252;5;3;4;858;1;3;1;858;0;2;1;3;5;0;0;2;576;3;120;0;0;0;0
137000;8740;5;3;3;840;1;3;1;860;0;2;1;3;4;0;0;2;528;3;0;0;0;0;0
139000;11616;5;3;3;1092;1;3;1;1092;0;3;1;3;6;1;1;1;288;3;0;20;144;0;0
165000;15400;5;3;3;552;1;3;1;904;611;4;1;3;8;1;3;1;384;3;290;40;0;0;0
148000;15312;6;3;3;1138;1;5;1;1138;0;3;1;3;6;1;3;2;480;3;0;0;0;0;0
165000;15584;5;3;3;825;1;5;1;2071;0;4;1;3;9;1;3;1;336;3;131;28;0;0;0
63900;9000;2;3;0;0;1;2;0;660;0;2;1;2;5;0;0;0;0;0;0;0;100;0;0
161500;11250;4;3;3;1104;1;5;1;1104;684;5;1;3;8;2;3;1;304;3;120;0;0;0;0
143000;25095;5;3;3;1437;1;5;1;1473;0;1;1;5;5;2;4;1;452;3;0;48;0;0;0
135000;17140;4;3;3;1134;1;5;1;1229;0;3;1;3;6;0;0;1;284;3;0;0;0;0;0
82500;12342;4;3;3;861;1;5;1;861;0;1;1;3;4;0;0;2;539;3;158;0;0;0;0
190000;10708;5;4;3;1617;1;5;1;1867;0;2;1;3;7;3;4;1;303;3;476;0;0;0;0
139600;13680;3;3;0;0;1;5;1;1733;0;4;1;3;8;1;4;2;452;3;0;0;0;0;0
122000;15635;4;3;0;0;1;3;1;1383;0;2;1;3;6;0;0;2;498;2;0;0;90;0;0
127500;9855;6;3;3;1436;1;2;1;1689;0;3;1;3;7;1;4;2;480;3;0;0;0;0;0
121500;9571;5;3;3;1073;1;3;1;1073;0;2;1;3;5;0;0;1;340;3;0;0;0;0;0
60000;9571;5;3;3;1276;1;3;1;1276;0;3;1;3;5;0;0;1;350;3;0;0;0;0;0
154400;9350;6;3;3;747;1;5;1;892;747;3;1;4;6;1;4;1;240;3;0;50;0;0;0
113000;9340;4;3;3;672;1;3;1;672;0;2;1;3;4;0;0;1;234;3;0;113;0;0;0
125000;7440;5;3;4;1089;2;3;1;1089;0;3;1;3;5;1;4;1;252;3;328;0;0;0;0
84000;11500;4;3;0;0;1;5;0;845;0;3;1;3;5;0;0;1;290;3;186;0;0;0;0
139500;4235;5;4;4;1049;1;3;1;1049;0;2;1;4;5;0;0;1;266;3;0;105;0;0;0
131000;11409;5;3;3;768;1;4;1;1148;568;3;1;3;8;1;4;1;281;3;0;0;0;0;0
105000;9060;6;3;3;560;1;3;1;698;560;2;1;3;6;0;0;1;280;3;0;0;0;0;0
108000;9084;4;3;3;755;1;3;1;755;755;4;1;3;7;1;4;1;296;2;120;0;0;0;0
162000;10778;7;4;4;1054;1;4;1;1061;0;1;1;4;4;0;0;2;462;3;114;36;0;0;0
156500;19255;6;4;4;520;1;4;1;1338;0;2;1;4;5;1;1;2;576;3;0;0;0;0;0
316600;12327;8;4;4;1496;1;5;1;1496;636;1;1;4;5;1;4;2;612;4;349;40;0;0;0
271900;14684;7;4;4;2158;1;4;1;2196;0;3;1;4;7;1;3;3;701;3;84;70;0;0;0
213000;9317;7;4;4;740;1;5;1;1006;769;3;1;4;7;1;3;2;425;3;234;72;192;0;0
239900;10560;7;4;4;1079;1;5;1;1079;800;3;1;4;8;1;3;2;473;3;400;100;144;0;0
239500;9828;8;4;4;1128;1;5;1;1142;878;3;1;4;8;1;3;2;466;3;0;155;0;0;0
131000;26400;5;4;0;0;1;5;1;1288;728;4;1;3;7;1;3;2;576;3;0;0;0;0;0
118964;7018;5;3;0;0;1;3;1;1535;0;4;2;3;8;0;0;2;410;3;0;0;0;0;0
153337;7018;5;3;4;1086;1;3;1;1224;0;2;2;3;6;2;3;2;528;3;120;0;0;0;0
147983;7018;5;3;0;0;1;3;1;1114;1114;6;2;3;8;0;0;2;720;3;73;0;0;0;0
118858;7018;5;3;0;0;1;3;1;1535;0;4;2;3;8;0;0;2;400;3;0;0;0;0;0
118858;7018;5;3;0;0;1;3;1;1535;0;4;2;3;8;0;0;2;400;3;0;0;0;0;0
142953;7018;5;3;0;0;1;3;1;1120;1120;6;2;3;12;0;0;2;528;3;154;0;0;0;0
148325;7040;5;3;4;1094;1;3;1;1229;0;2;2;4;6;2;3;2;672;3;120;0;0;0;0
113722;7007;5;3;0;0;1;3;1;1513;0;4;2;3;8;0;0;2;400;3;0;0;0;0;0
269500;11855;7;3;5;1168;1;5;1;1168;1619;6;2;3;8;2;3;4;820;3;312;0;0;0;0
269500;7939;7;3;5;1168;1;5;1;1168;1619;6;2;3;8;2;3;4;820;3;312;0;0;0;0
269500;7976;7;3;5;1168;1;5;1;1168;1619;6;2;3;8;2;3;4;820;3;312;0;0;0;0
323262;10933;9;5;5;1555;1;5;1;1680;0;1;1;5;8;1;4;3;1138;3;185;24;0;0;0
297000;10637;8;4;5;1705;1;5;1;1718;0;3;1;4;7;1;4;3;826;3;208;44;0;0;0
295493;10226;8;4;5;1622;1;5;1;1630;0;3;1;5;8;1;4;3;860;3;172;42;0;0;0
332000;10816;9;5;5;1720;1;5;1;1720;0;3;1;5;8;1;4;3;846;3;208;104;0;0;0
239900;9178;8;4;4;1468;1;5;1;1468;0;3;1;4;6;1;4;3;904;3;192;142;0;0;0
212000;10769;8;4;4;866;1;5;1;866;902;3;1;4;7;0;0;2;578;3;144;105;0;0;0
272500;11422;8;4;5;1838;1;5;1;1838;0;3;1;4;7;2;4;2;524;3;154;222;0;0;0
239000;11923;9;4;5;1800;1;5;1;1800;0;2;1;5;7;0;0;2;702;3;288;136;0;0;0
220000;8814;7;4;4;1604;1;5;1;1604;0;3;1;4;8;1;4;2;660;3;123;110;0;0;0
200000;6762;7;4;4;1282;1;5;1;1290;0;2;1;4;6;1;4;2;662;3;168;0;0;0;0
221800;10324;8;4;4;1254;1;5;1;1254;0;2;1;4;5;0;0;3;810;3;168;92;0;0;0
194500;7314;7;4;4;1232;1;5;1;1232;0;2;1;4;6;0;0;2;632;3;132;0;0;0;0
237000;11645;8;4;5;1498;1;5;1;1498;0;3;1;4;7;1;4;3;844;3;144;98;0;0;0
173000;11646;6;4;4;704;1;5;1;704;718;3;1;4;7;1;4;2;440;3;36;28;0;0;0
275000;12800;7;4;4;1518;1;4;1;1644;0;2;1;4;5;1;3;2;569;3;80;0;0;0;0
233500;16698;7;4;4;1449;1;4;1;944;815;3;1;4;7;1;3;2;525;3;150;193;0;0;0
185000;28698;5;3;3;1013;1;3;1;1160;966;3;1;3;7;0;0;2;538;3;486;0;0;0;0
152000;12464;5;3;4;1040;1;4;1;1040;0;3;1;4;6;0;0;2;576;3;168;0;0;0;0
143000;9757;5;3;3;990;1;5;1;990;0;3;1;3;5;0;0;1;440;3;66;0;0;0;0
231500;15426;6;3;4;928;1;5;1;928;836;3;1;4;7;0;0;2;470;3;276;99;0;0;0
212000;10667;7;4;4;799;1;5;1;827;834;3;1;4;6;1;3;2;550;3;158;61;0;0;0
207000;14753;7;3;4;1463;1;5;1;1463;0;3;1;3;5;0;0;2;539;3;0;81;0;0;0
145000;10859;5;3;4;1097;1;5;1;1097;0;3;1;3;6;0;0;2;672;3;392;64;0;0;0
138000;8072;5;3;4;990;1;5;1;990;0;3;1;3;5;0;0;2;480;3;0;64;0;0;0
197900;10400;7;3;4;866;1;5;1;866;913;3;1;4;6;0;0;2;546;3;198;36;0;0;0
204000;10335;7;4;4;1490;1;5;1;1501;0;3;1;4;6;0;0;2;577;3;144;29;0;0;0
192000;9017;7;4;4;1431;1;5;1;1431;0;3;1;4;6;0;0;2;666;3;0;35;0;0;0
200000;8750;6;3;4;928;1;5;1;928;844;3;1;3;7;1;3;2;492;3;150;96;0;0;0
195000;8935;7;4;4;831;1;5;1;831;829;3;1;4;7;0;0;2;493;3;144;68;0;0;0
227000;9808;7;4;4;1573;1;5;1;1573;0;3;1;4;6;0;0;2;544;3;0;72;0;0;0
230000;12420;7;4;4;944;1;5;1;944;896;3;1;4;6;0;0;2;622;3;0;45;0;0;0
187100;16285;7;4;4;1413;1;5;1;1430;0;3;1;4;6;0;0;2;605;3;0;33;0;0;0
203000;10739;7;4;4;1431;1;5;1;1444;0;3;1;4;6;0;0;2;577;3;144;40;0;0;0
201000;11166;7;4;4;1492;1;5;1;1492;0;3;1;4;6;1;3;2;608;3;0;114;0;0;0
124000;8430;5;3;4;1040;1;3;1;1040;0;3;1;3;5;0;0;0;0;0;0;0;0;0;0
140000;16269;5;3;4;907;1;3;1;907;0;3;1;3;5;0;0;1;343;3;72;0;0;0;0
134900;6950;5;3;3;914;1;3;1;914;0;2;1;3;5;0;0;2;444;3;0;0;0;0;0
150500;8800;5;3;4;1040;1;3;1;1040;0;3;1;4;5;0;0;2;484;3;0;0;0;0;0
136500;7000;5;4;3;864;1;5;1;864;0;3;1;3;6;0;0;1;336;3;0;0;0;0;0
143500;9286;5;3;4;1268;1;3;1;1268;0;3;1;4;5;0;0;1;252;3;173;0;0;0;0
133500;15523;5;3;3;864;1;5;1;864;0;3;1;3;5;1;2;1;338;3;0;0;0;0;0
123000;7200;5;3;3;894;1;3;1;894;0;2;1;3;6;0;0;2;600;3;215;0;0;0;0
133900;7200;5;3;4;768;1;4;1;768;0;2;1;3;5;0;0;1;396;3;192;0;0;0;0
133000;8445;5;3;4;768;1;3;1;768;0;2;1;3;5;0;0;2;396;3;58;0;0;0;0
250000;11664;7;4;4;1569;1;5;1;1611;0;3;1;4;6;0;0;3;1231;3;262;93;0;0;0
254750;12334;8;4;4;1068;1;5;1;1068;1116;4;1;4;8;1;4;2;570;3;192;132;0;0;0
236500;11838;8;4;4;1753;1;5;1;1788;0;3;1;5;7;1;3;2;522;3;202;151;0;0;0
261500;11885;8;4;4;1299;1;5;1;1299;573;3;1;5;7;1;3;2;531;3;160;122;0;0;0
313000;11050;9;4;5;1440;1;5;1;1476;677;3;1;5;8;2;5;3;736;3;253;142;0;0;0
198500;8749;7;4;4;840;1;5;1;840;885;3;1;4;6;0;0;2;550;3;0;48;0;0;0
211000;11250;7;4;4;944;1;5;1;944;926;3;1;4;6;0;0;2;608;3;256;43;0;0;0
220000;15750;8;4;4;1462;1;5;1;1513;0;2;1;4;5;1;3;2;521;3;135;34;0;0;0
203000;11883;7;4;4;1504;1;5;1;1504;0;3;1;4;6;1;3;2;478;3;115;66;0;0;0
279500;12782;8;4;5;1822;1;5;1;1828;0;3;1;4;7;1;4;2;523;3;194;144;0;0;0
210000;8750;7;4;4;1417;1;5;1;1417;0;3;1;4;7;1;3;2;511;3;60;0;0;0;0
219500;9375;7;3;4;1057;1;5;1;1057;977;3;1;4;8;0;0;2;645;3;576;36;0;0;0
191000;8750;7;4;4;880;1;5;1;909;807;2;1;4;7;1;3;2;512;3;0;120;0;0;0
178000;9100;7;4;4;1212;1;5;1;1212;0;3;1;4;6;0;0;2;573;3;356;0;0;0;0
213000;9750;7;4;4;1630;1;5;1;1630;0;3;1;4;6;1;3;2;451;3;74;234;0;0;0
144000;4435;6;4;4;848;1;5;1;848;0;1;1;4;4;0;0;2;420;3;140;0;0;0;0
140000;4435;6;4;4;848;1;5;1;848;0;1;1;4;4;0;0;2;420;3;140;0;0;0;0
293200;10200;8;4;4;1578;1;5;1;1602;0;3;1;4;7;1;4;3;810;3;0;48;0;0;0
190000;9313;7;4;4;864;1;5;1;864;864;3;1;4;7;0;0;2;572;3;187;56;0;0;0
190000;8487;7;4;4;1500;1;5;1;1500;0;3;1;4;6;0;0;2;570;3;192;36;0;0;0
173500;8633;6;4;4;738;1;5;1;738;738;3;1;4;7;0;0;2;540;3;100;35;0;0;0
170000;11069;6;4;4;608;1;5;1;608;788;3;1;4;6;1;4;2;440;3;100;36;0;0;0
108000;8777;4;3;0;0;1;5;1;1126;0;2;1;4;5;0;0;2;520;3;0;96;0;0;0
167000;9937;5;3;3;1486;1;5;1;1486;0;3;1;3;7;0;0;2;480;3;0;0;0;0;0
100000;8877;4;3;3;816;1;5;1;816;0;2;1;3;3;1;4;1;288;2;0;0;0;0;0
198500;7301;7;4;0;0;1;5;1;495;1427;4;1;4;7;1;5;2;672;3;0;0;177;0;0
159500;7950;6;3;3;690;1;3;1;698;728;3;1;3;6;0;0;2;440;3;252;0;0;0;0
127000;10682;4;3;3;1014;1;3;1;1149;0;3;1;3;7;0;0;1;544;3;0;240;0;0;0
125000;7200;6;3;3;1041;1;5;1;1125;0;3;1;3;6;1;2;1;352;3;296;0;0;0;0
320000;13286;9;5;5;1698;1;5;1;1698;0;3;1;5;8;1;4;3;768;3;327;64;0;0;0
145500;3675;6;3;4;547;1;4;1;1072;0;2;1;3;5;0;0;2;525;3;0;28;0;0;0
118000;9405;5;3;3;698;1;5;1;698;0;2;1;3;4;0;0;0;0;0;0;200;0;0;0
85000;6410;4;3;3;876;1;3;1;876;0;3;1;3;5;0;0;1;320;3;0;0;0;0;0
120000;11767;5;3;2;1078;1;3;1;1368;0;3;1;3;6;0;0;1;195;3;0;41;211;0;0
99900;4060;5;3;2;864;1;5;1;864;0;2;1;3;4;0;0;0;0;0;0;96;0;0;0
82000;10206;3;3;0;0;2;2;0;944;0;2;1;2;4;0;0;2;528;3;0;0;0;0;0
119900;10926;5;3;3;1678;1;3;1;1678;0;6;2;3;10;0;0;0;0;0;0;0;0;0;0
103500;11767;5;3;3;1150;1;5;1;1560;0;2;1;3;7;1;3;1;313;3;0;0;0;0;0
112000;8926;4;3;3;672;1;5;1;960;0;3;1;3;5;0;0;1;288;3;64;0;0;0;0
110000;12354;6;3;3;684;1;4;1;684;512;3;1;4;7;0;0;2;528;3;0;46;0;0;0
122000;8212;5;3;3;720;1;5;1;854;444;3;1;3;6;2;4;1;256;3;84;0;0;0;0
117000;10998;5;3;3;984;1;5;1;984;620;3;1;3;6;0;0;2;660;3;0;68;0;0;0
160000;6300;5;3;3;832;1;3;1;832;436;3;1;3;7;2;4;1;250;3;0;0;55;0;0
159434;4500;5;3;3;793;1;5;1;848;672;3;1;3;6;0;0;1;281;3;0;0;56;0;0
60000;8400;2;3;3;290;1;3;0;438;0;1;1;2;3;0;0;1;246;3;0;0;0;0;0
139500;9900;6;3;3;778;1;3;1;944;545;3;1;3;7;1;4;1;240;3;335;0;0;0;0
197000;15863;7;3;3;824;1;5;1;1687;998;5;1;3;12;2;3;2;672;3;136;63;0;0;0
105000;5707;6;3;3;583;1;4;1;647;595;3;1;3;6;1;4;1;180;2;329;96;0;0;0
135000;7804;4;3;3;1122;1;3;1;1328;653;4;1;4;7;2;3;2;576;3;431;44;0;0;0
147500;8574;6;4;3;816;1;5;1;1232;0;3;1;4;6;1;4;2;440;3;0;0;180;0;0
137450;6171;6;3;3;976;1;5;1;1160;448;3;1;4;7;1;4;1;216;2;147;16;0;0;0
155000;7200;7;4;4;560;1;5;1;575;560;3;1;4;6;0;0;2;576;3;256;0;0;0;0
177000;7558;6;3;3;896;1;4;1;1172;741;3;1;3;9;1;3;2;342;2;0;0;0;0;0
145000;6292;7;3;3;861;1;4;1;877;600;3;1;3;6;1;4;1;216;3;0;50;0;0;0
137000;7155;7;3;3;600;1;5;1;628;600;3;1;3;6;1;4;1;215;2;0;113;0;0;0
234000;10918;7;4;4;1276;1;5;1;1276;804;3;1;4;9;2;4;1;282;3;0;0;0;0;0
205000;13680;5;3;3;840;1;5;1;840;727;2;1;3;6;2;3;2;440;3;0;21;150;0;0
177500;7500;6;3;3;771;1;2;1;753;741;3;1;4;7;2;4;1;213;3;0;0;0;0;0
160000;9600;5;4;3;728;1;5;1;976;332;2;1;3;7;2;3;1;256;3;0;70;0;0;0
155000;14680;5;3;3;1273;1;5;1;1273;0;2;1;3;5;0;0;1;307;3;483;0;0;0;0
163500;13360;5;3;4;876;1;5;1;964;0;2;1;3;5;0;0;2;432;3;0;0;44;0;0
154900;7681;5;3;3;731;1;5;1;820;523;3;1;3;7;1;4;1;186;2;192;0;102;0;0
205000;8145;7;3;3;920;1;5;1;1240;1240;5;2;3;13;2;4;2;400;3;0;0;57;0;0
144800;9100;5;3;3;1112;1;5;1;1112;0;2;1;3;6;1;4;1;390;3;0;0;0;0;0
174500;12000;7;3;3;704;1;5;1;860;704;3;1;2;7;1;4;1;234;3;0;0;0;0;0
193000;13339;6;3;3;1561;1;3;1;1561;0;3;1;3;6;1;4;2;463;3;0;148;0;0;0
158000;15600;5;3;3;1067;2;2;0;986;537;3;1;2;7;1;3;1;295;3;0;0;81;0;0
158500;14000;6;3;3;1092;1;5;1;1152;0;3;1;4;6;1;4;1;300;3;0;36;0;0;0
224000;17500;6;3;3;1310;1;5;1;1906;0;3;1;3;6;2;4;2;576;3;0;201;0;0;0
115000;1733;6;3;3;516;1;3;1;516;516;2;1;3;5;1;3;2;452;3;279;0;0;0;0
137000;1488;6;3;4;561;1;3;1;561;668;2;1;4;5;1;3;2;462;3;176;0;0;0;0
121000;1612;6;3;4;561;1;3;1;561;668;2;1;3;5;1;3;2;462;3;154;0;0;0;0
124000;1300;6;3;4;561;1;3;1;561;668;2;1;3;5;1;3;2;462;3;150;0;0;0;0
208000;13607;6;3;3;572;1;4;1;1182;800;3;1;3;6;1;3;2;501;3;400;112;0;0;0
315000;17597;7;4;4;1803;1;3;1;2365;0;3;1;5;7;2;4;2;551;3;200;144;0;0;0
222000;21695;6;4;4;880;1;5;1;1680;0;3;1;4;5;1;4;2;540;3;292;44;0;0;0
147000;10690;5;3;3;672;1;4;1;672;672;3;1;3;6;0;0;1;468;3;0;128;218;0;0
123000;8660;5;3;3;760;1;5;0;928;928;5;1;4;11;0;0;2;576;3;467;160;78;0;0
78000;6402;5;3;3;596;1;3;0;596;596;3;1;3;6;0;0;1;189;2;0;0;137;0;0
85000;8470;3;2;3;1013;1;3;0;1013;0;2;1;2;6;0;0;0;0;0;0;0;156;0;0
75000;10200;4;3;3;572;1;2;0;572;0;2;1;3;4;0;0;1;200;3;0;0;72;0;0
230000;3843;8;5;5;1596;1;5;1;1648;0;2;1;5;5;1;4;2;482;3;162;53;0;0;0
251000;10125;8;4;4;1107;1;5;1;1040;1012;3;1;4;7;1;3;3;642;3;210;91;0;0;0
239686;12822;7;4;5;1434;1;5;1;1518;631;1;1;4;6;1;5;2;670;3;168;43;0;0;0
240000;12118;7;4;5;1710;1;5;1;1710;0;3;1;4;7;1;4;2;550;3;100;48;0;0;0
215000;12209;6;3;5;804;1;5;1;804;1157;3;1;4;7;1;3;2;560;3;125;192;0;0;0
156450;9750;6;3;3;902;1;5;1;926;0;2;1;3;5;1;3;1;351;3;319;0;0;0;0
173000;9360;6;3;4;957;1;3;1;1287;0;2;1;3;5;2;2;2;541;3;302;39;0;0;0
126000;10125;5;3;0;0;1;3;1;1302;432;4;2;4;8;0;0;2;539;3;0;0;0;0;0
173000;9947;7;3;4;1188;1;5;1;1217;0;3;1;4;6;0;0;2;497;3;168;27;0;0;0
152000;11070;5;3;4;1582;1;3;1;1595;0;2;1;3;5;0;0;2;672;3;0;0;0;0;0
137500;14375;6;3;3;819;1;4;1;1344;0;3;1;4;7;1;4;2;525;3;0;118;0;0;0
375000;215245;7;3;4;2136;2;3;1;2036;0;3;1;3;8;2;4;2;513;3;0;0;0;0;0
315500;12898;9;4;5;1620;1;5;1;1620;0;2;1;5;6;1;5;3;912;3;228;0;0;0;0
224500;13159;7;3;5;846;1;4;1;846;846;3;1;4;6;0;0;2;650;3;208;114;0;0;0
410000;13438;9;5;5;2190;1;5;1;2036;0;3;1;5;9;1;5;3;780;3;90;154;0;0;0
316500;14463;9;5;5;1641;1;5;1;1641;0;3;1;5;7;0;0;3;885;3;0;95;0;0;0
201000;8925;8;4;4;1466;1;5;1;1466;0;3;1;4;7;0;0;3;610;3;100;18;0;0;0
175000;11457;6;3;4;1392;1;3;1;1412;0;3;1;4;6;1;3;2;576;3;0;0;169;0;0
204000;9839;6;3;4;712;1;5;1;1375;862;3;1;4;7;1;3;2;440;3;305;24;0;0;0
213500;14419;7;3;4;1645;1;5;1;1479;0;3;1;4;7;1;2;2;578;3;224;238;0;0;0
220000;6853;8;4;5;1267;1;5;1;1296;0;2;1;4;6;0;0;2;471;3;192;25;0;0;0
170000;9157;7;4;4;912;1;5;1;1072;942;3;1;4;9;0;0;2;486;3;124;114;0;0;0
315000;14601;9;5;5;1838;1;5;1;1838;0;2;1;5;8;1;4;3;765;3;270;68;0;0;0
425000;12633;9;5;5;1978;1;5;1;1978;0;2;1;5;7;1;4;3;920;3;308;52;0;0;0
139500;12518;5;3;3;1008;1;4;1;1008;0;3;1;4;6;0;0;1;384;3;144;0;0;0;0
115000;21750;5;3;0;0;1;3;1;1771;0;3;1;3;9;1;3;2;336;3;0;0;0;0;0
162000;4500;6;3;5;1204;1;5;1;1204;0;2;1;3;5;0;0;2;412;3;0;247;0;0;0
165000;4500;6;3;5;1224;1;5;1;1224;0;2;1;3;5;0;0;2;402;3;0;304;0;0;0
91000;1596;4;3;4;462;1;3;1;526;462;2;1;3;5;0;0;1;297;3;120;101;0;0;0
130000;9858;5;3;3;864;1;3;1;874;0;3;1;3;5;0;0;1;288;3;33;0;0;0;0
86000;1526;4;3;4;630;1;3;1;630;0;1;1;4;3;0;0;1;286;3;0;0;0;0;0
160000;13383;5;3;3;1188;1;5;1;1404;0;3;1;3;7;1;1;2;504;3;0;16;0;0;0
80000;1477;4;3;4;630;1;3;1;630;0;1;1;3;3;0;0;1;286;3;0;0;0;0;0
97000;1533;4;3;3;546;1;3;1;798;546;3;1;3;6;1;3;0;0;0;0;0;0;0;0
88000;2217;4;3;3;546;1;3;1;546;546;3;1;3;6;0;0;1;286;3;238;0;0;0;0
131900;7689;5;3;4;796;1;4;1;796;0;2;1;3;4;0;0;1;336;3;138;0;0;0;0
131250;7706;6;3;4;384;1;5;1;1091;0;2;1;3;5;0;0;1;429;3;280;0;0;0;0
165500;9101;5;3;4;1097;1;5;1;1110;0;1;1;4;4;1;3;2;602;3;303;30;0;0;0
112000;8780;5;3;3;833;1;5;1;833;0;3;1;3;5;0;0;0;0;0;0;0;0;0;0
149000;7669;5;3;4;828;1;3;1;883;0;2;1;3;5;1;2;2;698;3;100;32;0;0;0
143000;14115;5;3;4;796;1;5;1;796;566;1;1;3;5;0;0;2;480;3;40;30;0;0;0
130000;10429;5;3;4;624;1;3;1;624;663;3;1;3;6;0;0;2;440;3;150;0;0;0;0
